true_pos,accuracy,precision,recall,f1,AUC,NDCG,precision@K,LIFT,recall@K,x,target
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,75.71138211382113,25.29427027676571,12.5,204.6875,0.125,B,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,78.15040650406505,45.97307900205735,37.5,614.0625,0.375,C,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,83.23170731707317,31.44229546713567,37.5,614.0625,0.375,D,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,77.64227642276423,41.25317798925535,25.0,409.375,0.25,E,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,87.80487804878048,34.17549060159425,37.5,614.0625,0.375,F,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,85.26422764227641,23.540784400158447,25.0,409.375,0.25,BC,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,91.0569105691057,43.84201169574681,50.0,818.75,0.5,BCD,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,90.24390243902438,47.401203179625305,50.0,818.75,0.5,BCDE,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,94.41056910569105,49.28485157616413,50.0,818.75,0.5,BCDEF,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,83.73983739837398,47.47914596889291,50.0,818.75,0.5,CD,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,88.21138211382113,52.146827251030935,37.5,614.0625,0.375,CDE,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,93.69918699186992,48.83505467692416,37.5,614.0625,0.375,CDEF,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,84.14634146341464,52.146827251030935,37.5,614.0625,0.375,CE,pub_top_5pct
0.061068702290076333,93.89312977099237,0.0,0.0,0.0,89.93902439024389,56.81450853316898,50.0,818.75,0.5,CEF,pub_top_5pct
0.183206106870229,81.67938931297711,0.0,0.0,0.0,55.9190031152648,29.706648583510326,25.0,136.45833333333331,0.25,B,pub_top_10pct
0.183206106870229,81.67938931297711,0.0,0.0,0.0,61.176012461059194,25.01519474946888,25.0,136.45833333333331,0.25,C,pub_top_10pct
0.183206106870229,81.67938931297711,0.0,0.0,0.0,72.19626168224298,54.593898731878255,45.83333333333333,250.17361111111111,0.4583333333333333,D,pub_top_10pct
0.183206106870229,81.67938931297711,0.0,0.0,0.0,60.747663551401885,33.51124789087429,29.166666666666668,159.2013888888889,0.2916666666666667,E,pub_top_10pct
